Key,ShortName
4|S-MD|G|NA,Not Applicable
4|SP|A|NA,Not Applicable
4|SP|B|NA,Not Applicable
4|SP|C|NA,Not Applicable
4|SP|D|NA,Not Applicable
4|SP|E|NA,Not Applicable
4|SP|F|NA,Not Applicable
4|SP|G|NA,Not Applicable
1|A-APR|F|a/s|A-APR.1,1|A-APR|F|a/s|A-APR 1
1|A-APR|X|a/s|A-APR.2,1|A-APR|X|a/s|A-APR 2
1|A-APR|X|a/s|A-APR.3,1|A-APR|X|a/s|A-APR 3
1|A-APR|XX|a/s|A-APR.4,1|A-APR|XX|a/s|A-APR 4
1|A-APR|XX|a/s|A-APR.5,1|A-APR|XX|a/s|A-APR 5
1|A-APR|XXX|a/s|A-APR.6,1|A-APR|XXX|a/s|A-APR 6
1|A-APR|XXX|a/s|A-APR.7,1|A-APR|XXX|a/s|A-APR 7
1|A-CED|G|a/s|A-CED.1,1|A-CED|G|a/s|A-CED 1
1|A-CED|G|a/s|A-CED.2,1|A-CED|G|a/s|A-CED 2
1|A-CED|G|a/s|A-CED.3,1|A-CED|G|a/s|A-CED 3
1|A-CED|G|a/s|A-CED.4,1|A-CED|G|a/s|A-CED 4
1|A-REI|H|m|A-REI.1,1|A-REI|H|m|A-REI 1
1|A-REI|H|m|A-REI.2,1|A-REI|H|m|A-REI 2
1|A-REI|I|m|A-REI.3,1|A-REI|I|m|A-REI 3
1|A-REI|I|m|A-REI.4a,1|A-REI|I|m|A-REI 4a
1|A-REI|I|m|A-REI.4b,1|A-REI|I|m|A-REI 4b
1|A-REI|J|m|A-REI.10,1|A-REI|J|m|A-REI 10
1|A-REI|J|m|A-REI.11,1|A-REI|J|m|A-REI 11
1|A-REI|J|m|A-REI.12,1|A-REI|J|m|A-REI 12
1|A-REI|X|a/s|A-REI.5,1|A-REI|X|a/s|A-REI 5
1|A-REI|X|a/s|A-REI.6,1|A-REI|X|a/s|A-REI 6
1|A-REI|X|a/s|A-REI.7,1|A-REI|X|a/s|A-REI 7
1|A-REI|X|a/s|A-REI.8,1|A-REI|X|a/s|A-REI 8
1|A-REI|X|a/s|A-REI.9,1|A-REI|X|a/s|A-REI 9
1|A-SSE|D|m|A-SSE.1a,1|A-SSE|D|m|A-SSE 1a
1|A-SSE|D|m|A-SSE.1b,1|A-SSE|D|m|A-SSE 1b
1|A-SSE|D|m|A-SSE.2,1|A-SSE|D|m|A-SSE 2
1|A-SSE|E|m|A-SSE.3a,1|A-SSE|E|m|A-SSE 3a
1|A-SSE|E|m|A-SSE.3b,1|A-SSE|E|m|A-SSE 3b
1|A-SSE|E|m|A-SSE.3c,1|A-SSE|E|m|A-SSE 3c
1|A-SSE|E|m|A-SSE.4,1|A-SSE|E|m|A-SSE 4
1|CC|A-KG|na|K.CC.1,1|CC|A-KG|na|K CC 1
1|CC|A-KG|na|K.CC.2,1|CC|A-KG|na|K CC 2
1|CC|A-KG|na|K.CC.3,1|CC|A-KG|na|K CC 3
1|CC|B-KG|na|K.CC.4a,1|CC|B-KG|na|K CC 4a
1|CC|B-KG|na|K.CC.4b,1|CC|B-KG|na|K CC 4b
1|CC|B-KG|na|K.CC.4c,1|CC|B-KG|na|K CC 4c
1|CC|B-KG|na|K.CC.5,1|CC|B-KG|na|K CC 5
1|CC|C-KG|na|K.CC.6,1|CC|C-KG|na|K CC 6
1|CC|C-KG|na|K.CC.7,1|CC|C-KG|na|K CC 7
1|EE|B-8|m|8.EE.1,1|EE|B-8|m|8 EE 1
1|EE|B-8|m|8.EE.2,1|EE|B-8|m|8 EE 2
1|EE|B-8|m|8.EE.3,1|EE|B-8|m|8 EE 3
1|EE|B-8|m|8.EE.4,1|EE|B-8|m|8 EE 4
1|EE|C-7|m|7.EE.1,1|EE|C-7|m|7 EE 1
1|EE|C-7|m|7.EE.2,1|EE|C-7|m|7 EE 2
1|EE|C-8|m|8.EE.5,1|EE|C-8|m|8 EE 5
1|EE|D-7|m|7.EE.3,1|EE|D-7|m|7 EE 3
1|EE|D-7|m|7.EE.4a,1|EE|D-7|m|7 EE 4a
1|EE|D-7|m|7.EE.4b,1|EE|D-7|m|7 EE 4b
1|EE|D-8|m|8.EE.7a,1|EE|D-8|m|8 EE 7a
1|EE|D-8|m|8.EE.7b,1|EE|D-8|m|8 EE 7b
1|EE|D-8|m|8.EE.8a,1|EE|D-8|m|8 EE 8a
1|EE|D-8|m|8.EE.8b,1|EE|D-8|m|8 EE 8b
1|EE|D-8|m|8.EE.8c,1|EE|D-8|m|8 EE 8c
1|EE|E-6|m|6.EE.1,1|EE|E-6|m|6 EE 1
1|EE|E-6|m|6.EE.2a,1|EE|E-6|m|6 EE 2a
1|EE|E-6|m|6.EE.2b,1|EE|E-6|m|6 EE 2b
1|EE|E-6|m|6.EE.2c,1|EE|E-6|m|6 EE 2c
1|EE|E-6|m|6.EE.3,1|EE|E-6|m|6 EE 3
1|EE|E-6|m|6.EE.4,1|EE|E-6|m|6 EE 4
1|EE|F-6|m|6.EE.5,1|EE|F-6|m|6 EE 5
1|EE|F-6|m|6.EE.6,1|EE|F-6|m|6 EE 6
1|EE|F-6|m|6.EE.7,1|EE|F-6|m|6 EE 7
1|EE|F-6|m|6.EE.8,1|EE|F-6|m|6 EE 8
1|EE|G-6|m|6.EE.9,1|EE|G-6|m|6 EE 9
1|F-BF|N|m|F-BF.1a,1|F-BF|N|m|F-BF 1a
1|F-BF|N|m|F-BF.1b,1|F-BF|N|m|F-BF 1b
1|F-BF|N|m|F-BF.1c,1|F-BF|N|m|F-BF 1c
1|F-BF|N|m|F-BF.2,1|F-BF|N|m|F-BF 2
1|F-BF|X|a/s|F-BF.3,1|F-BF|X|a/s|F-BF 3
1|F-BF|X|a/s|F-BF.4a,1|F-BF|X|a/s|F-BF 4a
1|F-BF|X|a/s|F-BF.4b,1|F-BF|X|a/s|F-BF 4b
1|F-BF|X|a/s|F-BF.4c,1|F-BF|X|a/s|F-BF 4c
1|F-BF|X|a/s|F-BF.4d,1|F-BF|X|a/s|F-BF 4d
1|F-BF|X|a/s|F-BF.5,1|F-BF|X|a/s|F-BF 5
1|F-IF|K|m|F-IF.1,1|F-IF|K|m|F-IF 1
1|F-IF|K|m|F-IF.2,1|F-IF|K|m|F-IF 2
1|F-IF|K|m|F-IF.3,1|F-IF|K|m|F-IF 3
1|F-IF|L|m|F-IF.4,1|F-IF|L|m|F-IF 4
1|F-IF|L|m|F-IF.5,1|F-IF|L|m|F-IF 5
1|F-IF|L|m|F-IF.6,1|F-IF|L|m|F-IF 6
1|F-IF|M|m|F-IF.7a,1|F-IF|M|m|F-IF 7a
1|F-IF|M|m|F-IF.7b,1|F-IF|M|m|F-IF 7b
1|F-IF|M|m|F-IF.7c,1|F-IF|M|m|F-IF 7c
1|F-IF|M|m|F-IF.7d,1|F-IF|M|m|F-IF 7d
1|F-IF|M|m|F-IF.7e,1|F-IF|M|m|F-IF 7e
1|F-IF|M|m|F-IF.8a,1|F-IF|M|m|F-IF 8a
1|F-IF|M|m|F-IF.8b,1|F-IF|M|m|F-IF 8b
1|F-IF|M|m|F-IF.9,1|F-IF|M|m|F-IF 9
1|F-LE|X|a/s|F-LE.1a,1|F-LE|X|a/s|F-LE 1a
1|F-LE|X|a/s|F-LE.1b,1|F-LE|X|a/s|F-LE 1b
1|F-LE|X|a/s|F-LE.1c,1|F-LE|X|a/s|F-LE 1c
1|F-LE|X|a/s|F-LE.2,1|F-LE|X|a/s|F-LE 2
1|F-LE|X|a/s|F-LE.3,1|F-LE|X|a/s|F-LE 3
1|F-LE|X|a/s|F-LE.4,1|F-LE|X|a/s|F-LE 4
1|F-LE|XX|a/s|F-LE.5,1|F-LE|XX|a/s|F-LE 5
1|F-TF|X|a/s|F-TF.1,1|F-TF|X|a/s|F-TF 1
1|F-TF|X|a/s|F-TF.2,1|F-TF|X|a/s|F-TF 2
1|F-TF|X|a/s|F-TF.3,1|F-TF|X|a/s|F-TF 3
1|F-TF|X|a/s|F-TF.4,1|F-TF|X|a/s|F-TF 4
1|F-TF|XX|a/s|F-TF.5,1|F-TF|XX|a/s|F-TF 5
1|F-TF|XX|a/s|F-TF.6,1|F-TF|XX|a/s|F-TF 6
1|F-TF|XX|a/s|F-TF.7,1|F-TF|XX|a/s|F-TF 7
1|F-TF|XXX|a/s|F-TF.8,1|F-TF|XXX|a/s|F-TF 8
1|F-TF|XXX|a/s|F-TF.9,1|F-TF|XXX|a/s|F-TF 9
1|F|E-8|m|8.F.1,1|F|E-8|m|8 F 1
1|F|E-8|m|8.F.2,1|F|E-8|m|8 F 2
1|F|E-8|m|8.F.3,1|F|E-8|m|8 F 3
1|F|F-8|m|8.F.4,1|F|F-8|m|8 F 4
1|F|F-8|m|8.F.5,1|F|F-8|m|8 F 5
1|G-C|X|a/s|G-C.1,1|G-C|X|a/s|G-C 1
1|G-C|X|a/s|G-C.2,1|G-C|X|a/s|G-C 2
1|G-C|X|a/s|G-C.3,1|G-C|X|a/s|G-C 3
1|G-C|X|a/s|G-C.4,1|G-C|X|a/s|G-C 4
1|G-C|XX|a/s|G-C.5,1|G-C|XX|a/s|G-C 5
1|G-CO|O|a/s|G-CO.10,1|G-CO|O|a/s|G-CO 10
1|G-CO|O|a/s|G-CO.11,1|G-CO|O|a/s|G-CO 11
1|G-CO|O|a/s|G-CO.9,1|G-CO|O|a/s|G-CO 9
1|G-CO|X|a/s|G-CO.1,1|G-CO|X|a/s|G-CO 1
1|G-CO|X|a/s|G-CO.2,1|G-CO|X|a/s|G-CO 2
1|G-CO|X|a/s|G-CO.3,1|G-CO|X|a/s|G-CO 3
1|G-CO|X|a/s|G-CO.4,1|G-CO|X|a/s|G-CO 4
1|G-CO|X|a/s|G-CO.5,1|G-CO|X|a/s|G-CO 5
1|G-CO|XX|a/s|G-CO.6,1|G-CO|XX|a/s|G-CO 6
1|G-CO|XX|a/s|G-CO.7,1|G-CO|XX|a/s|G-CO 7
1|G-CO|XX|a/s|G-CO.8,1|G-CO|XX|a/s|G-CO 8
1|G-CO|XXX|a/s|G-CO.12,1|G-CO|XXX|a/s|G-CO 12
1|G-CO|XXX|a/s|G-CO.13,1|G-CO|XXX|a/s|G-CO 13
1|G-GMD|X|a/s|G-GMD.1,1|G-GMD|X|a/s|G-GMD 1
1|G-GMD|X|a/s|G-GMD.2,1|G-GMD|X|a/s|G-GMD 2
1|G-GMD|X|a/s|G-GMD.3,1|G-GMD|X|a/s|G-GMD 3
1|G-GMD|XX|a/s|G-GMD.4,1|G-GMD|XX|a/s|G-GMD 4
1|G-GPE|X|a/s|G-GPE.1,1|G-GPE|X|a/s|G-GPE 1
1|G-GPE|X|a/s|G-GPE.2,1|G-GPE|X|a/s|G-GPE 2
1|G-GPE|X|a/s|G-GPE.3,1|G-GPE|X|a/s|G-GPE 3
1|G-GPE|XX|a/s|G-GPE.4,1|G-GPE|XX|a/s|G-GPE 4
1|G-GPE|XX|a/s|G-GPE.5,1|G-GPE|XX|a/s|G-GPE 5
1|G-GPE|XX|a/s|G-GPE.6,1|G-GPE|XX|a/s|G-GPE 6
1|G-GPE|XX|a/s|G-GPE.7,1|G-GPE|XX|a/s|G-GPE 7
1|G-MG|X|a/s|G-MG.1,1|G-MG|X|a/s|G-MG 1
1|G-MG|X|a/s|G-MG.2,1|G-MG|X|a/s|G-MG 2
1|G-MG|X|a/s|G-MG.3,1|G-MG|X|a/s|G-MG 3
1|G-SRT|P|m|G-SRT.6,1|G-SRT|P|m|G-SRT 6
1|G-SRT|P|m|G-SRT.7,1|G-SRT|P|m|G-SRT 7
1|G-SRT|P|m|G-SRT.8,1|G-SRT|P|m|G-SRT 8
1|G-SRT|X|a/s|G-SRT.1a,1|G-SRT|X|a/s|G-SRT 1a
1|G-SRT|X|a/s|G-SRT.1b,1|G-SRT|X|a/s|G-SRT 1b
1|G-SRT|X|a/s|G-SRT.2,1|G-SRT|X|a/s|G-SRT 2
1|G-SRT|X|a/s|G-SRT.3,1|G-SRT|X|a/s|G-SRT 3
1|G-SRT|XX|a/s|G-SRT.4,1|G-SRT|XX|a/s|G-SRT 4
1|G-SRT|XX|a/s|G-SRT.5,1|G-SRT|XX|a/s|G-SRT 5
1|G-SRT|XXXX|a/s|G-SRT.10,1|G-SRT|XXXX|a/s|G-SRT 10
1|G-SRT|XXXX|a/s|G-SRT.11,1|G-SRT|XXXX|a/s|G-SRT 11
1|G-SRT|XXXX|a/s|G-SRT.9,1|G-SRT|XXXX|a/s|G-SRT 9
1|G|E-7|a/s|7.G.1,1|G|E-7|a/s|7 G 1
1|G|E-7|a/s|7.G.2,1|G|E-7|a/s|7 G 2
1|G|E-7|a/s|7.G.3,1|G|E-7|a/s|7 G 3
1|G|F-7|a/s|7.G.4,1|G|F-7|a/s|7 G 4
1|G|F-7|a/s|7.G.5,1|G|F-7|a/s|7 G 5
1|G|F-7|a/s|7.G.6,1|G|F-7|a/s|7 G 6
1|G|G-8|m|8.G.1a,1|G|G-8|m|8 G 1a
1|G|G-8|m|8.G.1b,1|G|G-8|m|8 G 1b
1|G|G-8|m|8.G.1c,1|G|G-8|m|8 G 1c
1|G|G-8|m|8.G.2,1|G|G-8|m|8 G 2
1|G|G-8|m|8.G.3,1|G|G-8|m|8 G 3
1|G|G-8|m|8.G.4,1|G|G-8|m|8 G 4
1|G|G-8|m|8.G.5,1|G|G-8|m|8 G 5
1|G|H-6|a/s|6.G.1,1|G|H-6|a/s|6 G 1
1|G|H-6|a/s|6.G.2,1|G|H-6|a/s|6 G 2
1|G|H-6|a/s|6.G.3,1|G|H-6|a/s|6 G 3
1|G|H-6|a/s|6.G.4,1|G|H-6|a/s|6 G 4
1|G|H-8|m|8.G.6,1|G|H-8|m|8 G 6
1|G|H-8|m|8.G.7,1|G|H-8|m|8 G 7
1|G|H-8|m|8.G.8,1|G|H-8|m|8 G 8
1|G|H-KG|na|K.G.1,1|G|H-KG|na|K G 1
1|G|H-KG|na|K.G.2,1|G|H-KG|na|K G 2
1|G|H-KG|na|K.G.3,1|G|H-KG|na|K G 3
1|G|I-8|a/s|8.G.9,1|G|I-8|a/s|8 G 9
1|G|I-KG|na|K.G.4,1|G|I-KG|na|K G 4
1|G|I-KG|na|K.G.5,1|G|I-KG|na|K G 5
1|G|I-KG|na|K.G.6,1|G|I-KG|na|K G 6
1|G|J-2|a/s|2.G.1,1|G|J-2|a/s|2 G 1
1|G|J-2|a/s|2.G.2,1|G|J-2|a/s|2 G 2
1|G|J-2|a/s|2.G.3,1|G|J-2|a/s|2 G 3
1|G|J-5|a/s|5.G.1,1|G|J-5|a/s|5 G 1
1|G|J-5|a/s|5.G.2,1|G|J-5|a/s|5 G 2
1|G|K-1|na|1.G.1,1|G|K-1|na|1 G 1
1|G|K-1|na|1.G.2,1|G|K-1|na|1 G 2
1|G|K-1|na|1.G.3,1|G|K-1|na|1 G 3
1|G|K-3|a/s|3.G.1,1|G|K-3|a/s|3 G 1
1|G|K-3|a/s|3.G.2,1|G|K-3|a/s|3 G 2
1|G|K-5|a/s|5.G.3,1|G|K-5|a/s|5 G 3
1|G|K-5|a/s|5.G.4,1|G|K-5|a/s|5 G 4
1|G|L-4|a/s|4.G.1,1|G|L-4|a/s|4 G 1
1|G|L-4|a/s|4.G.2,1|G|L-4|a/s|4 G 2
1|G|L-4|a/s|4.G.3,1|G|L-4|a/s|4 G 3
1|MD|F-2|a/s|2.MD.1,1|MD|F-2|a/s|2 MD 1
1|MD|F-2|a/s|2.MD.2,1|MD|F-2|a/s|2 MD 2
1|MD|F-2|a/s|2.MD.3,1|MD|F-2|a/s|2 MD 3
1|MD|F-2|a/s|2.MD.4,1|MD|F-2|a/s|2 MD 4
1|MD|F-KG|na|K.MD.1,1|MD|F-KG|na|K MD 1
1|MD|F-KG|na|K.MD.2,1|MD|F-KG|na|K MD 2
1|MD|G-2|a/s|2.MD.5,1|MD|G-2|a/s|2 MD 5
1|MD|G-2|a/s|2.MD.6,1|MD|G-2|a/s|2 MD 6
1|MD|G-3|m|3.MD.1,1|MD|G-3|m|3 MD 1
1|MD|G-3|m|3.MD.2,1|MD|G-3|m|3 MD 2
1|MD|G-5|a/s|5.MD.1,1|MD|G-5|a/s|5 MD 1
1|MD|G-KG|na|K.MD.3,1|MD|G-KG|na|K MD 3
1|MD|H-1|na|1.MD.1,1|MD|H-1|na|1 MD 1
1|MD|H-1|na|1.MD.2,1|MD|H-1|na|1 MD 2
1|MD|H-2|a/s|2.MD.7,1|MD|H-2|a/s|2 MD 7
1|MD|H-2|a/s|2.MD.8,1|MD|H-2|a/s|2 MD 8
1|MD|H-3|a/s|3.MD.3,1|MD|H-3|a/s|3 MD 3
1|MD|H-3|a/s|3.MD.4,1|MD|H-3|a/s|3 MD 4
1|MD|H-5|a/s|5.MD.2,1|MD|H-5|a/s|5 MD 2
1|MD|I-1|na|1.MD.3,1|MD|I-1|na|1 MD 3
1|MD|I-2|a/s|2.MD.10,1|MD|I-2|a/s|2 MD 10
1|MD|I-2|a/s|2.MD.9,1|MD|I-2|a/s|2 MD 9
1|MD|I-3|m|3.MD.5a,1|MD|I-3|m|3 MD 5a
1|MD|I-3|m|3.MD.5b,1|MD|I-3|m|3 MD 5b
1|MD|I-3|m|3.MD.6,1|MD|I-3|m|3 MD 6
1|MD|I-3|m|3.MD.7a,1|MD|I-3|m|3 MD 7a
1|MD|I-3|m|3.MD.7b,1|MD|I-3|m|3 MD 7b
1|MD|I-3|m|3.MD.7c,1|MD|I-3|m|3 MD 7c
1|MD|I-3|m|3.MD.7d,1|MD|I-3|m|3 MD 7d
1|MD|I-4|a/s|4.MD.1,1|MD|I-4|a/s|4 MD 1
1|MD|I-4|a/s|4.MD.2,1|MD|I-4|a/s|4 MD 2
1|MD|I-4|a/s|4.MD.3,1|MD|I-4|a/s|4 MD 3
1|MD|I-5|m|5.MD.3a,1|MD|I-5|m|5 MD 3a
1|MD|I-5|m|5.MD.3b,1|MD|I-5|m|5 MD 3b
1|MD|I-5|m|5.MD.4,1|MD|I-5|m|5 MD 4
1|MD|I-5|m|5.MD.5a,1|MD|I-5|m|5 MD 5a
1|MD|I-5|m|5.MD.5b,1|MD|I-5|m|5 MD 5b
1|MD|I-5|m|5.MD.5c,1|MD|I-5|m|5 MD 5c
1|MD|J-1|na|1.MD.4,1|MD|J-1|na|1 MD 4
1|MD|J-3|a/s|3.MD.8,1|MD|J-3|a/s|3 MD 8
1|MD|J-4|a/s|4.MD.4,1|MD|J-4|a/s|4 MD 4
1|MD|K-4|a/s|4.MD.5a,1|MD|K-4|a/s|4 MD 5a
1|MD|K-4|a/s|4.MD.5b,1|MD|K-4|a/s|4 MD 5b
1|MD|K-4|a/s|4.MD.6,1|MD|K-4|a/s|4 MD 6
1|MD|K-4|a/s|4.MD.7,1|MD|K-4|a/s|4 MD 7
1|N-CN|X|a/s|N-CN.1,1|N-CN|X|a/s|N-CN 1
1|N-CN|X|a/s|N-CN.2,1|N-CN|X|a/s|N-CN 2
1|N-CN|X|a/s|N-CN.3,1|N-CN|X|a/s|N-CN 3
1|N-CN|XX|a/s|N-CN.4,1|N-CN|XX|a/s|N-CN 4
1|N-CN|XX|a/s|N-CN.5,1|N-CN|XX|a/s|N-CN 5
1|N-CN|XX|a/s|N-CN.6,1|N-CN|XX|a/s|N-CN 6
1|N-CN|XXX|a/s|N-CN.7,1|N-CN|XXX|a/s|N-CN 7
1|N-CN|XXX|a/s|N-CN.8,1|N-CN|XXX|a/s|N-CN 8
1|N-CN|XXX|a/s|N-CN.9,1|N-CN|XXX|a/s|N-CN 9
1|N-Q|C|m|N-Q.1,1|N-Q|C|m|N-Q 1
1|N-Q|C|m|N-Q.2,1|N-Q|C|m|N-Q 2
1|N-Q|C|m|N-Q.3,1|N-Q|C|m|N-Q 3
1|N-RN|A|a/s|N-RN.1,1|N-RN|A|a/s|N-RN 1
1|N-RN|A|a/s|N-RN.2,1|N-RN|A|a/s|N-RN 2
1|N-RN|B|a/s|N-RN.3,1|N-RN|B|a/s|N-RN 3
1|N-VM|X|a/s|N-VM.1,1|N-VM|X|a/s|N-VM 1
1|N-VM|X|a/s|N-VM.2,1|N-VM|X|a/s|N-VM 2
1|N-VM|X|a/s|N-VM.3,1|N-VM|X|a/s|N-VM 3
1|N-VM|XX|a/s|N-VM.4a,1|N-VM|XX|a/s|N-VM 4a
1|N-VM|XX|a/s|N-VM.4b,1|N-VM|XX|a/s|N-VM 4b
1|N-VM|XX|a/s|N-VM.4c,1|N-VM|XX|a/s|N-VM 4c
1|N-VM|XX|a/s|N-VM.5a,1|N-VM|XX|a/s|N-VM 5a
1|N-VM|XX|a/s|N-VM.5b,1|N-VM|XX|a/s|N-VM 5b
1|N-VM|XXX|a/s|N-VM.10,1|N-VM|XXX|a/s|N-VM 10
1|N-VM|XXX|a/s|N-VM.11,1|N-VM|XXX|a/s|N-VM 11
1|N-VM|XXX|a/s|N-VM.12,1|N-VM|XXX|a/s|N-VM 12
1|N-VM|XXX|a/s|N-VM.6,1|N-VM|XXX|a/s|N-VM 6
1|N-VM|XXX|a/s|N-VM.7,1|N-VM|XXX|a/s|N-VM 7
1|N-VM|XXX|a/s|N-VM.8,1|N-VM|XXX|a/s|N-VM 8
1|N-VM|XXX|a/s|N-VM.9,1|N-VM|XXX|a/s|N-VM 9
1|NBT|C-5|m|5.NBT.1,1|NBT|C-5|m|5 NBT 1
1|NBT|C-5|m|5.NBT.2,1|NBT|C-5|m|5 NBT 2
1|NBT|C-5|m|5.NBT.3a,1|NBT|C-5|m|5 NBT 3a
1|NBT|C-5|m|5.NBT.3b,1|NBT|C-5|m|5 NBT 3b
1|NBT|C-5|m|5.NBT.4,1|NBT|C-5|m|5 NBT 4
1|NBT|D-2|m|2.NBT.1a,1|NBT|D-2|m|2 NBT 1a
1|NBT|D-2|m|2.NBT.1b,1|NBT|D-2|m|2 NBT 1b
1|NBT|D-2|m|2.NBT.2,1|NBT|D-2|m|2 NBT 2
1|NBT|D-2|m|2.NBT.3,1|NBT|D-2|m|2 NBT 3
1|NBT|D-2|m|2.NBT.4,1|NBT|D-2|m|2 NBT 4
1|NBT|D-4|m|4.NBT.1,1|NBT|D-4|m|4 NBT 1
1|NBT|D-4|m|4.NBT.2,1|NBT|D-4|m|4 NBT 2
1|NBT|D-4|m|4.NBT.3,1|NBT|D-4|m|4 NBT 3
1|NBT|D-5|m|5.NBT.5,1|NBT|D-5|m|5 NBT 5
1|NBT|D-5|m|5.NBT.6,1|NBT|D-5|m|5 NBT 6
1|NBT|D-5|m|5.NBT.7,1|NBT|D-5|m|5 NBT 7
1|NBT|E-1|na|1.NBT.1,1|NBT|E-1|na|1 NBT 1
1|NBT|E-2|m|2.NBT.5,1|NBT|E-2|m|2 NBT 5
1|NBT|E-2|m|2.NBT.6,1|NBT|E-2|m|2 NBT 6
1|NBT|E-2|m|2.NBT.7,1|NBT|E-2|m|2 NBT 7
1|NBT|E-2|m|2.NBT.8,1|NBT|E-2|m|2 NBT 8
1|NBT|E-2|m|2.NBT.9,1|NBT|E-2|m|2 NBT 9
1|NBT|E-3|a/s|3.NBT.1,1|NBT|E-3|a/s|3 NBT 1
1|NBT|E-3|a/s|3.NBT.2,1|NBT|E-3|a/s|3 NBT 2
1|NBT|E-3|a/s|3.NBT.3,1|NBT|E-3|a/s|3 NBT 3
1|NBT|E-4|m|4.NBT.4,1|NBT|E-4|m|4 NBT 4
1|NBT|E-4|m|4.NBT.5,1|NBT|E-4|m|4 NBT 5
1|NBT|E-4|m|4.NBT.6,1|NBT|E-4|m|4 NBT 6
1|NBT|E-KG|na|K.NBT.1,1|NBT|E-KG|na|K NBT 1
1|NBT|F-1|na|1.NBT.2a,1|NBT|F-1|na|1 NBT 2a
1|NBT|F-1|na|1.NBT.2b,1|NBT|F-1|na|1 NBT 2b
1|NBT|F-1|na|1.NBT.2c,1|NBT|F-1|na|1 NBT 2c
1|NBT|F-1|na|1.NBT.3,1|NBT|F-1|na|1 NBT 3
1|NBT|G-1|na|1.NBT.4,1|NBT|G-1|na|1 NBT 4
1|NBT|G-1|na|1.NBT.5,1|NBT|G-1|na|1 NBT 5
1|NBT|G-1|na|1.NBT.6,1|NBT|G-1|na|1 NBT 6
1|NF|E-5|m|5.NF.1,1|NF|E-5|m|5 NF 1
1|NF|E-5|m|5.NF.2,1|NF|E-5|m|5 NF 2
1|NF|F-3|m|3.NF.1,1|NF|F-3|m|3 NF 1
1|NF|F-3|m|3.NF.2a,1|NF|F-3|m|3 NF 2a
1|NF|F-3|m|3.NF.2b,1|NF|F-3|m|3 NF 2b
1|NF|F-3|m|3.NF.3a,1|NF|F-3|m|3 NF 3a
1|NF|F-3|m|3.NF.3b,1|NF|F-3|m|3 NF 3b
1|NF|F-3|m|3.NF.3c,1|NF|F-3|m|3 NF 3c
1|NF|F-3|m|3.NF.3d,1|NF|F-3|m|3 NF 3d
1|NF|F-4|m|4.NF.1,1|NF|F-4|m|4 NF 1
1|NF|F-4|m|4.NF.2,1|NF|F-4|m|4 NF 2
1|NF|F-5|m|5.NF.3,1|NF|F-5|m|5 NF 3
1|NF|F-5|m|5.NF.4a,1|NF|F-5|m|5 NF 4a
1|NF|F-5|m|5.NF.4b,1|NF|F-5|m|5 NF 4b
1|NF|F-5|m|5.NF.5a,1|NF|F-5|m|5 NF 5a
1|NF|F-5|m|5.NF.5b,1|NF|F-5|m|5 NF 5b
1|NF|F-5|m|5.NF.6,1|NF|F-5|m|5 NF 6
1|NF|F-5|m|5.NF.7a,1|NF|F-5|m|5 NF 7a
1|NF|F-5|m|5.NF.7b,1|NF|F-5|m|5 NF 7b
1|NF|F-5|m|5.NF.7c,1|NF|F-5|m|5 NF 7c
1|NF|G-4|m|4.NF.3a,1|NF|G-4|m|4 NF 3a
1|NF|G-4|m|4.NF.3b,1|NF|G-4|m|4 NF 3b
1|NF|G-4|m|4.NF.3c,1|NF|G-4|m|4 NF 3c
1|NF|G-4|m|4.NF.3d,1|NF|G-4|m|4 NF 3d
1|NF|G-4|m|4.NF.4a,1|NF|G-4|m|4 NF 4a
1|NF|G-4|m|4.NF.4b,1|NF|G-4|m|4 NF 4b
1|NF|G-4|m|4.NF.4c,1|NF|G-4|m|4 NF 4c
1|NF|H-4|m|4.NF.5,1|NF|H-4|m|4 NF 5
1|NF|H-4|m|4.NF.6,1|NF|H-4|m|4 NF 6
1|NF|H-4|m|4.NF.7,1|NF|H-4|m|4 NF 7
1|NS|A-8|a/s|8.NS.1,1|NS|A-8|a/s|8 NS 1
1|NS|A-8|a/s|8.NS.2,1|NS|A-8|a/s|8 NS 2
1|NS|B-6|m|6.NS.1,1|NS|B-6|m|6 NS 1
1|NS|B-7|m|7.NS.1a,1|NS|B-7|m|7 NS 1a
1|NS|B-7|m|7.NS.1b,1|NS|B-7|m|7 NS 1b
1|NS|B-7|m|7.NS.1c,1|NS|B-7|m|7 NS 1c
1|NS|B-7|m|7.NS.1d,1|NS|B-7|m|7 NS 1d
1|NS|B-7|m|7.NS.2a,1|NS|B-7|m|7 NS 2a
1|NS|B-7|m|7.NS.2b,1|NS|B-7|m|7 NS 2b
1|NS|B-7|m|7.NS.2c,1|NS|B-7|m|7 NS 2c
1|NS|B-7|m|7.NS.2d,1|NS|B-7|m|7 NS 2d
1|NS|B-7|m|7.NS.3,1|NS|B-7|m|7 NS 3
1|NS|C-6|a/s|6.NS.2,1|NS|C-6|a/s|6 NS 2
1|NS|C-6|a/s|6.NS.3,1|NS|C-6|a/s|6 NS 3
1|NS|C-6|a/s|6.NS.4,1|NS|C-6|a/s|6 NS 4
1|NS|D-6|m|6.NS.5,1|NS|D-6|m|6 NS 5
1|NS|D-6|m|6.NS.6a,1|NS|D-6|m|6 NS 6a
